4.241084740961213129e+01,-1.091622901858813854e+01,-3.295942116715212222e+01,-4.855951835072859879e+00,2.295553330437776651e+01,2.507982674022386860e+01
4.237158445541709995e+01,-1.142555322994516409e+01,-3.333610582670297617e+01,-5.129338085528024394e+00,2.233562790660813846e+01,2.518318326412024177e+01
4.225013642345769682e+01,-1.187213593643505227e+01,-3.374679546334541413e+01,-5.390242592407722633e+00,2.184063796261510504e+01,2.518688796533214003e+01
4.214912122862116206e+01,-1.209572997266693939e+01,-3.397655556451141479e+01,-5.526262133716066671e+00,2.175563497856991191e+01,2.516283360602301400e+01
4.209714173630549539e+01,-1.221078498500395604e+01,-3.409478345519984543e+01,-5.596253848464114000e+00,2.171189490596859883e+01,2.515045592970520261e+01
4.203670259243491358e+01,-1.233530817857658413e+01,-3.422695015999279633e+01,-5.676137308136993020e+00,2.165831969679324231e+01,2.512945174349166422e+01
4.179905378100006175e+01,-1.271008509376249407e+01,-3.468084241576001148e+01,-5.971638719983991983e+00,2.141395683187100829e+01,2.496482616902352447e+01
4.155674178702676613e+01,-1.304428967059280353e+01,-3.521548134993032875e+01,-6.270168310114318189e+00,2.157876681865919011e+01,2.476660607567745132e+01
4.123734615825284777e+01,-1.342768597350873172e+01,-3.582728509552381269e+01,-6.659846776414244829e+00,2.207188974288098038e+01,2.448727701975963811e+01
4.063766821754176561e+01,-1.392813941160849645e+01,-3.640328228015331291e+01,-7.260820008714368612e+00,2.237741585841016700e+01,2.390864396633821087e+01
3.935965503150628564e+01,-1.453159802031374603e+01,-3.686295034786903813e+01,-8.380397677349710861e+00,2.275329915504658729e+01,2.238951222437218647e+01
3.866769058112434010e+01,-1.472435302448267791e+01,-3.696209816065029230e+01,-9.017208296164190173e+00,2.313855001300898451e+01,2.149472772624104167e+01
3.769333248865057584e+01,-1.489266507026913366e+01,-3.721814787233843447e+01,-1.009097376199258278e+01,2.375841779596326475e+01,1.989176361585612796e+01
3.635493271223830192e+01,-1.490060509099064667e+01,-3.739112496632967719e+01,-1.173276042968950605e+01,2.481843432173398512e+01,1.726534626565038977e+01
3.450381875210106841e+01,-1.450398882918570287e+01,-3.713925168956808420e+01,-1.412157600597422480e+01,2.616706217023893899e+01,1.330508054514610983e+01
3.277268015006221447e+01,-1.385633673980591851e+01,-3.661012056390421066e+01,-1.649569723268656674e+01,2.714107455552361969e+01,9.109437432030356163e+00
3.180643973186714746e+01,-1.336502117152885560e+01,-3.628571586140139260e+01,-1.798741481379840224e+01,2.769676136580606851e+01,6.405282519566375399e+00
3.114806030124997704e+01,-1.304761466646521129e+01,-3.588047619035040015e+01,-1.887547157394107700e+01,2.792630234703676706e+01,4.752401923453071220e+00
3.055192198010088589e+01,-1.274341367251144064e+01,-3.552300384863983140e+01,-1.970259033745884025e+01,2.814453399528967381e+01,3.238642586944131097e+00
2.967184498230189149e+01,-1.221413307097036949e+01,-3.504040700949704501e+01,-2.103351609119917853e+01,2.851630247546103192e+01,9.220925821215470997e-01
2.836120166133535037e+01,-1.131861362852757935e+01,-3.429211786125887329e+01,-2.309449230560355915e+01,2.904186140294203966e+01,-2.462447109382401855e+00
2.711277041173201496e+01,-1.033010289479132027e+01,-3.359450372850717059e+01,-2.517063498812350986e+01,2.951673885086507099e+01,-5.597193295923332812e+00
2.581897581673264597e+01,-9.184358484161620595e+00,-3.275887673872551176e+01,-2.745615828636448796e+01,2.988801888151337849e+01,-8.262815354442514248e+00
2.401965451085429848e+01,-7.358663527639791369e+00,-3.150041715923174479e+01,-3.087391765302546176e+01,3.037247165285895534e+01,-1.062510473248124576e+01
2.248095656731863912e+01,-5.690448196411547421e+00,-3.028353953743551230e+01,-3.385102336063669526e+01,3.063139729320868199e+01,-1.178102755739363161e+01
2.120486086961455285e+01,-4.138961873467611241e+00,-2.933628727075617348e+01,-3.646613606095735349e+01,3.087277839653614819e+01,-1.242100678267228098e+01
2.014001817593617005e+01,-2.803204071660402530e+00,-2.846589627780592835e+01,-3.852327958573765443e+01,3.101452092126501725e+01,-1.254442490332849758e+01
1.880211916094612334e+01,-1.039814149302243251e+00,-2.733419528909164598e+01,-4.100381975864045359e+01,3.109996950338984689e+01,-1.228048848558337625e+01
1.736610477143473119e+01,9.768852828325665927e-01,-2.608604852353034431e+01,-4.369767349769774256e+01,3.115000192227373077e+01,-1.056470474637739798e+01
1.651329647572771009e+01,2.148571501386264515e+00,-2.529452366695371168e+01,-4.518511993528607462e+01,3.118655200510373859e+01,-9.114851791714446705e+00
1.500918630574613566e+01,4.335435586745140846e+00,-2.392321497659596830e+01,-4.778510055761671538e+01,3.121270809700493842e+01,-6.095414376258869282e+00
1.415200432242959572e+01,5.590568339288878974e+00,-2.307251500042391967e+01,-4.914888099316291914e+01,3.111317519162757961e+01,-4.399556410104995763e+00
1.299177113407219863e+01,7.275273327282232749e+00,-2.182793591341549799e+01,-5.074284606092584227e+01,3.091718082482645258e+01,-2.421351955639086562e+00
1.083741244228525069e+01,1.044091593508250604e+01,-1.968001819406318731e+01,-5.300958917327968578e+01,3.078577734867793581e+01,6.088428694447741707e-01
8.579287678014106078e+00,1.366937822151570714e+01,-1.724843176450090354e+01,-5.436842246855088234e+01,3.038818893776544883e+01,3.265350222488344833e+00
7.183955502606817589e+00,1.574251736407830116e+01,-1.576656977517349745e+01,-5.477206117657738105e+01,3.022695925454740618e+01,4.940084850421437856e+00
6.074172521524492829e+00,1.732134580594539841e+01,-1.451271975268674730e+01,-5.486955257787354867e+01,2.999199280515566812e+01,6.353937886143633307e+00
4.595152486412852788e+00,1.937451734550361238e+01,-1.295280345386625598e+01,-5.456221321827135995e+01,2.979739930053050756e+01,8.438864951884097465e+00
3.376142111039146076e+00,2.103867126984969005e+01,-1.167410040979433639e+01,-5.396224501465113121e+01,2.962729545655414043e+01,1.038946992720108753e+01
2.734007944462985673e+00,2.193601545851682388e+01,-1.102187055294577434e+01,-5.348395850741034963e+01,2.953928271428084074e+01,1.139372917246276096e+01
1.893009606801449918e+00,2.309037828912030932e+01,-1.018612544189544700e+01,-5.275902038493532586e+01,2.944060655742490695e+01,1.258449158427618819e+01
1.038673990391671520e+00,2.421237147454259642e+01,-9.334967682339074813e+00,-5.186220264967759164e+01,2.933157572507775157e+01,1.360522619765238161e+01
9.476407162695871245e-02,2.540187454243110565e+01,-8.384436475338873151e+00,-5.067199262182436570e+01,2.919609753811975139e+01,1.459893409573953704e+01
-6.273088613431759830e-01,2.629548575001488331e+01,-7.656821600119095628e+00,-4.965030682368136894e+01,2.909582979106840739e+01,1.532021818380504463e+01
-1.800323125494701415e+00,2.769808022844712170e+01,-6.492745868133397380e+00,-4.780630425300316233e+01,2.892978050654141953e+01,1.643315275298217770e+01
-3.147586276379103598e+00,2.915820269678867049e+01,-5.119705832457554173e+00,-4.545545585005390876e+01,2.862671739515119640e+01,1.750931136645328223e+01
-3.716601302318291555e+00,2.974174463281030256e+01,-4.632421809419337677e+00,-4.430666419236978015e+01,2.855561758089211111e+01,1.787691660356982482e+01
-4.682270100202178043e+00,3.068330825184740007e+01,-3.789358042678756533e+00,-4.233684525527650067e+01,2.845411336854319728e+01,1.846942197164297994e+01
-5.858201315291589495e+00,3.175976494872818279e+01,-2.861595723647526235e+00,-3.993771297066695780e+01,2.837891700562833819e+01,1.909323598756065721e+01
-6.558734733209030665e+00,3.235063535863371698e+01,-2.343253198161847184e+00,-3.853517556388031551e+01,2.834518572233432465e+01,1.946354233665977063e+01
-6.997856193802081570e+00,3.269670930980468171e+01,-2.023138796565998376e+00,-3.767003270351510480e+01,2.830204545796679128e+01,1.967882455148327381e+01
-7.704983890206717589e+00,3.322362747001669447e+01,-1.532797658480780978e+00,-3.634532001791793476e+01,2.825257774402122379e+01,1.994212292788152396e+01
-8.724960348575315550e+00,3.391285114719269700e+01,-9.329128719810589887e-01,-3.460533548795001479e+01,2.826758839962380776e+01,2.034695616694288134e+01
-9.289525664691160145e+00,3.426394085185339833e+01,-6.319636504842194302e-01,-3.373804404308383909e+01,2.827139743517924586e+01,2.055902457420136642e+01
-9.631979663743587494e+00,3.446474656538661208e+01,-4.967798499341735119e-01,-3.331542468326190942e+01,2.829624071859559464e+01,2.079421331832617170e+01
-1.004126865847827155e+01,3.468689438180962981e+01,-3.402429376288352847e-01,-3.282768622158815930e+01,2.831914880537400236e+01,2.100949365451335638e+01
-1.116805523298921621e+01,3.509536033484495476e+01,-3.603992089409727151e-02,-3.179175527267687329e+01,2.831193743655495609e+01,2.128494041765918965e+01
-1.167109339701826087e+01,3.520299649608436710e+01,1.026018196021193096e-02,-3.156116534759459569e+01,2.829784120912796652e+01,2.147598165558375527e+01
-1.212986620601350829e+01,3.528053704182911332e+01,1.843642119416845360e-02,-3.149000439412377617e+01,2.823437639364139073e+01,2.171495238130016503e+01
-1.254191324537343455e+01,3.533089758450839213e+01,-4.467380457394683202e-02,-3.154956066268773540e+01,2.816588546170332208e+01,2.195239394645542674e+01
-1.300504309170616146e+01,3.535792393195641381e+01,-1.617557735264616436e-01,-3.177629091127968763e+01,2.800221932401893454e+01,2.209844628973783998e+01
-1.384655073834628958e+01,3.530350752199019837e+01,-5.553674642127439665e-01,-3.271948201316975258e+01,2.743005370901072837e+01,2.220040196165628998e+01
